ticket_id,assigned_team,assigned_engineer,root_cause,fix_type,is_repeat_incident
TKT-12582,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-12583,Network Ops,Trinity Moss,Code Bug,Patch,1
TKT-12584,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-12585,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-12586,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-12587,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-12588,Security Ops,Ethan Hunt,Hardware Failure,System Restart,0
TKT-12589,DevOps,Ada Lovelace,Vendor Issue,System Restart,0
TKT-12590,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-12591,L1 Support,Jill Rhodes,Hardware Failure,Patch,0
TKT-12592,Database Admins,John Doe,User Error,Workaround,0
TKT-12593,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-12594,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,0
TKT-12595,DevOps,Ada Lovelace,Config Error,System Restart,0
TKT-12596,Network Ops,Neo Anderson,Config Error,System Restart,0
TKT-12597,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-12598,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-12599,Network Ops,Morpheus Fish,Vendor Issue,Workaround,1
TKT-12600,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-12601,L1 Support,Patricia Miller,User Error,Permanent Fix,0
TKT-12602,DevOps,Ada Lovelace,Vendor Issue,Workaround,0
TKT-12603,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-12604,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12605,L1 Support,Jill Rhodes,User Error,Permanent Fix,0
TKT-12606,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12607,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,1
TKT-12608,L1 Support,Debra Gardner,Hardware Failure,Workaround,0
TKT-12609,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-12610,L1 Support,Jeffery Wagner,Hardware Failure,Permanent Fix,0
TKT-12611,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-12612,DevOps,Ada Lovelace,User Error,Patch,0
TKT-12613,Network Ops,Neo Anderson,Config Error,Workaround,1
TKT-12614,L1 Support,Jill Rhodes,Vendor Issue,Patch,0
TKT-12615,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-12616,L1 Support,Anthony Gonzalez,Hardware Failure,Patch,0
TKT-12617,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-12618,Network Ops,Neo Anderson,User Error,Patch,0
TKT-12619,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-12620,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-12621,L1 Support,Anthony Gonzalez,Config Error,Patch,0
TKT-12622,L1 Support,Joshua Walker,Config Error,Patch,0
TKT-12623,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-12624,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-12625,L1 Support,Joshua Walker,Config Error,System Restart,0
TKT-12626,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-12627,L1 Support,Jeffrey Lawrence,Hardware Failure,Permanent Fix,0
TKT-12628,L1 Support,Jill Rhodes,Hardware Failure,Patch,0
TKT-12629,DevOps,Linus T,User Error,Patch,0
TKT-12630,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-12631,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-12632,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-12633,L1 Support,Jeffery Wagner,Config Error,System Restart,0
TKT-12634,DevOps,Linus T,Hardware Failure,Permanent Fix,1
TKT-12635,L1 Support,Joshua Walker,Hardware Failure,Permanent Fix,0
TKT-12636,Network Ops,Trinity Moss,Vendor Issue,Workaround,1
TKT-12637,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-12638,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-12639,L1 Support,Patricia Miller,Vendor Issue,Workaround,0
TKT-12640,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-12641,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-12642,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,1
TKT-12643,Security Ops,James Bond,Hardware Failure,Permanent Fix,0
TKT-12644,L1 Support,Debra Gardner,Config Error,Workaround,1
TKT-12645,DevOps,Grace Hopper,User Error,System Restart,1
TKT-12646,Database Admins,Aaron Smith,Code Bug,Permanent Fix,0
TKT-12647,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-12648,L1 Support,Debra Gardner,Config Error,Permanent Fix,0
TKT-12649,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-12650,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-12651,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-12652,DevOps,Grace Hopper,Config Error,Workaround,0
TKT-12653,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-12654,L1 Support,Patricia Miller,User Error,Permanent Fix,0
TKT-12655,L1 Support,Danielle Johnson,User Error,Permanent Fix,0
TKT-12656,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-12657,DevOps,Grace Hopper,User Error,Workaround,0
TKT-12658,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-12659,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-12660,L1 Support,Jeffrey Lawrence,Code Bug,System Restart,0
TKT-12661,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-12662,DevOps,Ada Lovelace,Config Error,Workaround,0
TKT-12663,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-12664,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-12665,L1 Support,Jeffery Wagner,Vendor Issue,Permanent Fix,0
TKT-12666,L1 Support,Lisa Smith,User Error,System Restart,0
TKT-12667,Network Ops,Neo Anderson,User Error,Patch,0
TKT-12668,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-12669,DevOps,Grace Hopper,Hardware Failure,Patch,0
TKT-12670,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-12671,DevOps,Ada Lovelace,Code Bug,Permanent Fix,0
TKT-12672,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-12673,Network Ops,Neo Anderson,User Error,Patch,1
TKT-12674,Database Admins,John Doe,Code Bug,Workaround,0
TKT-12675,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-12676,Network Ops,Trinity Moss,Config Error,System Restart,0
TKT-12677,L1 Support,Jeffery Wagner,Config Error,Workaround,0
TKT-12678,Database Admins,Emily Blunt,Vendor Issue,Workaround,0
TKT-12679,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-12680,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-12681,L1 Support,Joshua Walker,Code Bug,Workaround,0
TKT-12682,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-12683,DevOps,Linus T,User Error,Permanent Fix,0
TKT-12684,L1 Support,Lisa Smith,Vendor Issue,Workaround,0
TKT-12685,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-12686,Network Ops,Neo Anderson,User Error,Patch,0
TKT-12687,Security Ops,James Bond,Code Bug,Permanent Fix,0
TKT-12688,Database Admins,John Doe,Hardware Failure,Workaround,0
TKT-12689,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-12690,DevOps,Ada Lovelace,User Error,Workaround,0
TKT-12691,L1 Support,Joshua Walker,Config Error,Patch,1
TKT-12692,L1 Support,Lisa Smith,Config Error,System Restart,1
TKT-12693,Database Admins,Emily Blunt,Vendor Issue,Patch,0
TKT-12694,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-12695,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-12696,Database Admins,John Doe,Code Bug,Permanent Fix,1
TKT-12697,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,0
TKT-12698,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-12699,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12700,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-12701,DevOps,Grace Hopper,User Error,Permanent Fix,1
TKT-12702,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-12703,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-12704,L1 Support,Joshua Walker,User Error,Permanent Fix,0
TKT-12705,Database Admins,John Doe,Code Bug,Patch,0
TKT-12706,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-12707,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-12708,L1 Support,Anthony Gonzalez,Code Bug,Patch,0
TKT-12709,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-12710,L1 Support,Jeffrey Lawrence,Config Error,System Restart,0
TKT-12711,Security Ops,Ethan Hunt,Config Error,Workaround,0
TKT-12712,DevOps,Linus T,User Error,System Restart,0
TKT-12713,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-12714,Security Ops,Ethan Hunt,Vendor Issue,Patch,0
TKT-12715,DevOps,Ada Lovelace,Code Bug,Patch,0
TKT-12716,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-12717,L1 Support,Patricia Miller,Hardware Failure,Patch,1
TKT-12718,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-12719,L1 Support,Debra Gardner,Hardware Failure,Permanent Fix,0
TKT-12720,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-12721,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-12722,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-12723,L1 Support,Jill Rhodes,User Error,Workaround,0
TKT-12724,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-12725,Network Ops,Neo Anderson,Hardware Failure,System Restart,0
TKT-12726,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-12727,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-12728,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-12729,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-12730,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-12731,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-12732,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-12733,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-12734,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-12735,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-12736,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-12737,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12738,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12739,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-12740,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-12741,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,1
TKT-12742,L1 Support,Patricia Miller,User Error,Patch,0
TKT-12743,Database Admins,Sarah Connor,Hardware Failure,Permanent Fix,0
TKT-12744,Security Ops,James Bond,User Error,Workaround,0
TKT-12745,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-12746,Database Admins,John Doe,User Error,System Restart,0
TKT-12747,L1 Support,Jill Rhodes,User Error,Workaround,0
TKT-12748,Network Ops,Trinity Moss,User Error,Patch,1
TKT-12749,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-12750,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-12751,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-12752,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-12753,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-12754,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-12755,L1 Support,Jeffery Wagner,Vendor Issue,Patch,0
TKT-12756,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-12757,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-12758,L1 Support,Jeffery Wagner,Code Bug,System Restart,1
TKT-12759,L1 Support,Jeffrey Lawrence,Vendor Issue,Permanent Fix,0
TKT-12760,L1 Support,Anthony Gonzalez,Hardware Failure,Workaround,0
TKT-12761,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-12762,L1 Support,Lisa Smith,Code Bug,Permanent Fix,1
TKT-12763,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-12764,Network Ops,Trinity Moss,User Error,Patch,0
TKT-12765,L1 Support,Anthony Gonzalez,Hardware Failure,Workaround,1
TKT-12766,L1 Support,Robert Johnson,Vendor Issue,System Restart,0
TKT-12767,DevOps,Grace Hopper,Vendor Issue,System Restart,0
TKT-12768,Network Ops,Trinity Moss,User Error,Patch,0
TKT-12769,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-12770,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-12771,Security Ops,James Bond,Hardware Failure,Patch,0
TKT-12772,L1 Support,Jeffrey Lawrence,Vendor Issue,System Restart,0
TKT-12773,Database Admins,John Doe,Code Bug,Patch,0
TKT-12774,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-12775,DevOps,Linus T,User Error,Permanent Fix,0
TKT-12776,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-12777,L1 Support,Danielle Johnson,Vendor Issue,System Restart,0
TKT-12778,L1 Support,Danielle Johnson,Code Bug,Patch,1
TKT-12779,L1 Support,Jill Rhodes,User Error,Permanent Fix,0
TKT-12780,L1 Support,Robert Johnson,Config Error,Permanent Fix,0
TKT-12781,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-12782,L1 Support,Robert Johnson,Vendor Issue,System Restart,0
TKT-12783,Network Ops,Neo Anderson,Config Error,Permanent Fix,1
TKT-12784,L1 Support,Jeffrey Lawrence,Config Error,Workaround,0
TKT-12785,Network Ops,Trinity Moss,Vendor Issue,Workaround,1
TKT-12786,L1 Support,Danielle Johnson,User Error,Permanent Fix,0
TKT-12787,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-12788,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,0
TKT-12789,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-12790,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-12791,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-12792,L1 Support,Lisa Smith,Config Error,Patch,0
TKT-12793,DevOps,Grace Hopper,Vendor Issue,Workaround,0
TKT-12794,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-12795,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-12796,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-12797,Network Ops,Morpheus Fish,Hardware Failure,Workaround,1
TKT-12798,Network Ops,Morpheus Fish,Config Error,Patch,1
TKT-12799,DevOps,Ada Lovelace,Hardware Failure,Permanent Fix,0
TKT-12800,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-12801,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-12802,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-12803,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-12804,Network Ops,Trinity Moss,Config Error,System Restart,0
TKT-12805,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-12806,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,1
TKT-12807,DevOps,Grace Hopper,Hardware Failure,Patch,0
TKT-12808,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-12809,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-12810,Database Admins,Aaron Smith,User Error,System Restart,1
TKT-12811,L1 Support,Jeffrey Lawrence,Hardware Failure,Permanent Fix,0
TKT-12812,L1 Support,Robert Johnson,Config Error,Patch,0
TKT-12813,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-12814,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-12815,Security Ops,James Bond,Hardware Failure,Patch,1
TKT-12816,L1 Support,Debra Gardner,Code Bug,Workaround,0
TKT-12817,L1 Support,Jeffrey Lawrence,Code Bug,Patch,0
TKT-12818,L1 Support,Jill Rhodes,User Error,Permanent Fix,0
TKT-12819,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-12820,Network Ops,Neo Anderson,User Error,Patch,0
TKT-12821,L1 Support,Jeffrey Lawrence,Code Bug,Workaround,0
TKT-12822,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-12823,L1 Support,Robert Johnson,Code Bug,Permanent Fix,1
TKT-12824,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-12825,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-12826,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-12827,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-12828,L1 Support,Danielle Johnson,Vendor Issue,Workaround,0
TKT-12829,Database Admins,Sarah Connor,Hardware Failure,Workaround,0
TKT-12830,L1 Support,Danielle Johnson,Config Error,Permanent Fix,0
TKT-12831,DevOps,Linus T,Vendor Issue,Permanent Fix,0
TKT-12832,L1 Support,Anthony Gonzalez,Code Bug,Permanent Fix,0
TKT-12833,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-12834,L1 Support,Jill Rhodes,Vendor Issue,Patch,1
TKT-12835,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-12836,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-12837,Security Ops,Ethan Hunt,Vendor Issue,Permanent Fix,1
TKT-12838,Database Admins,Emily Blunt,Code Bug,Permanent Fix,0
TKT-12839,L1 Support,Jeffery Wagner,Hardware Failure,System Restart,0
TKT-12840,DevOps,Ada Lovelace,Config Error,Permanent Fix,0
TKT-12841,L1 Support,Robert Johnson,Config Error,Permanent Fix,0
TKT-12842,L1 Support,Debra Gardner,Vendor Issue,Permanent Fix,0
TKT-12843,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,0
TKT-12844,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-12845,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-12846,Database Admins,John Doe,Config Error,System Restart,0
TKT-12847,DevOps,Grace Hopper,User Error,Patch,0
TKT-12848,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-12849,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-12850,DevOps,Linus T,Config Error,Workaround,0
TKT-12851,L1 Support,Jeffery Wagner,Config Error,Patch,0
TKT-12852,L1 Support,Lisa Smith,Hardware Failure,Workaround,1
TKT-12853,L1 Support,Jeffery Wagner,Hardware Failure,Patch,0
TKT-12854,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,0
TKT-12855,DevOps,Grace Hopper,Code Bug,Patch,0
TKT-12856,L1 Support,Debra Gardner,Code Bug,Patch,0
TKT-12857,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-12858,Security Ops,Ethan Hunt,User Error,Permanent Fix,0
TKT-12859,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-12860,L1 Support,Anthony Gonzalez,Config Error,Workaround,0
TKT-12861,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-12862,Database Admins,Aaron Smith,Hardware Failure,Workaround,0
TKT-12863,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-12864,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-12865,L1 Support,Debra Gardner,Vendor Issue,System Restart,0
TKT-12866,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-12867,L1 Support,Danielle Johnson,User Error,Permanent Fix,1
TKT-12868,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,1
TKT-12869,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-12870,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-12871,Security Ops,James Bond,User Error,Patch,0
TKT-12872,L1 Support,Patricia Miller,Code Bug,Patch,1
TKT-12873,L1 Support,Patricia Miller,Vendor Issue,Workaround,0
TKT-12874,Network Ops,Morpheus Fish,User Error,System Restart,0
TKT-12875,DevOps,Grace Hopper,Code Bug,Patch,0
TKT-12876,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-12877,Network Ops,Neo Anderson,Vendor Issue,Workaround,1
TKT-12878,DevOps,Linus T,Vendor Issue,Patch,0
TKT-12879,L1 Support,Robert Johnson,Config Error,System Restart,0
TKT-12880,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,1
TKT-12881,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,1
TKT-12882,DevOps,Ada Lovelace,Config Error,Permanent Fix,1
TKT-12883,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-12884,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-12885,Database Admins,Emily Blunt,Config Error,Permanent Fix,0
TKT-12886,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-12887,L1 Support,Robert Johnson,User Error,Patch,0
TKT-12888,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-12889,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-12890,L1 Support,Debra Gardner,Code Bug,System Restart,0
TKT-12891,L1 Support,Anthony Gonzalez,Config Error,Patch,0
TKT-12892,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-12893,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-12894,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-12895,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-12896,L1 Support,Lisa Smith,Hardware Failure,System Restart,0
TKT-12897,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-12898,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-12899,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-12900,Network Ops,Neo Anderson,Config Error,Permanent Fix,1
TKT-12901,DevOps,Grace Hopper,Code Bug,Patch,0
TKT-12902,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-12903,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-12904,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-12905,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-12906,Security Ops,James Bond,User Error,Permanent Fix,0
TKT-12907,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-12908,Network Ops,Neo Anderson,Vendor Issue,Workaround,1
TKT-12909,Network Ops,Neo Anderson,User Error,Permanent Fix,1
TKT-12910,L1 Support,Jeffery Wagner,Code Bug,Permanent Fix,0
TKT-12911,DevOps,Grace Hopper,Vendor Issue,Workaround,0
TKT-12912,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-12913,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
